dataset,fsn,time,image,saa,tracks
2018,38601701,2018-03-16T12:10:51.79Z,FUV,0,0
2018,38602121,2018-03-16T12:49:40.37Z,FUV,0,0
2018,38602124,2018-03-16T12:49:56.99Z,FUV,0,0
2018,38602127,2018-03-16T12:50:13.71Z,FUV,0,0
2018,38602130,2018-03-16T12:50:30.12Z,FUV,0,0
2018,38602133,2018-03-16T12:50:46.94Z,FUV,0,0
2018,38602136,2018-03-16T12:51:03.52Z,FUV,0,0
2018,38602139,2018-03-16T12:51:20.24Z,FUV,0,0
2018,38602142,2018-03-16T12:51:36.71Z,FUV,0,0
2018,38602145,2018-03-16T12:51:53.42Z,FUV,0,0
2018,38602148,2018-03-16T12:52:10.06Z,FUV,0,0
2018,38602151,2018-03-16T12:52:26.77Z,FUV,0,0
2018,38602154,2018-03-16T12:52:43.19Z,FUV,0,0
2018,38602157,2018-03-16T12:53:00.01Z,FUV,0,0
2018,38602160,2018-03-16T12:53:16.59Z,FUV,0,0
2018,38602163,2018-03-16T12:53:33.31Z,FUV,0,0
2018,38602166,2018-03-16T12:53:49.69Z,FUV,0,0
2018,38602169,2018-03-16T12:54:06.46Z,FUV,0,0
2018,38602172,2018-03-16T12:54:23.12Z,FUV,0,1
2018,38602175,2018-03-16T12:54:39.84Z,FUV,0,0
2018,38602178,2018-03-16T12:54:56.26Z,FUV,0,0
2018,38602181,2018-03-16T12:55:13.00Z,FUV,0,0
2018,38602184,2018-03-16T12:55:29.65Z,FUV,0,0
2018,38602187,2018-03-16T12:55:46.37Z,FUV,0,0
2018,38602190,2018-03-16T12:56:02.76Z,FUV,0,0
2018,38602193,2018-03-16T12:56:19.52Z,FUV,0,0
2018,38602196,2018-03-16T12:56:36.18Z,FUV,0,0
2018,38602199,2018-03-16T12:56:52.90Z,FUV,0,0
2018,38602202,2018-03-16T12:57:09.31Z,FUV,0,0
2018,38602205,2018-03-16T12:57:26.09Z,FUV,0,0
2018,38602208,2018-03-16T12:57:42.71Z,FUV,0,0
2018,38602211,2018-03-16T12:57:59.43Z,FUV,0,2
2018,38602214,2018-03-16T12:58:15.85Z,FUV,0,0
2018,38602217,2018-03-16T12:58:32.59Z,FUV,0,0
2018,38602220,2018-03-16T12:58:49.24Z,FUV,0,0
2018,38602223,2018-03-16T12:59:05.96Z,FUV,0,0
2018,38602226,2018-03-16T12:59:22.37Z,FUV,0,0
2018,38602229,2018-03-16T12:59:39.14Z,FUV,0,0
2018,38602232,2018-03-16T12:59:55.77Z,FUV,0,0
2018,38602235,2018-03-16T13:00:12.49Z,FUV,0,1
2018,38602238,2018-03-16T13:00:28.92Z,FUV,0,0
2018,38602241,2018-03-16T13:00:45.66Z,FUV,0,0
2018,38602244,2018-03-16T13:01:02.31Z,FUV,0,0
2018,38602247,2018-03-16T13:01:19.03Z,FUV,0,0
